date,open,high,low,close,volume,sector
2005-03-02,29.0279,29.3207,29.019,29.1673,385989.15153049,XLY
2005-03-02,29.0729,29.6755,29.0025,29.6207,9008240.3944998,XLE
2005-03-02,19.5709,19.6679,19.4571,19.5116,9613718.9948175,XLF
2005-03-02,17.9257,17.9457,17.7481,17.8337,4194149.0,XLU
2005-03-02,24.9986,25.1801,24.8815,24.9986,922364.87769255,XLV
2005-03-02,24.3478,24.4357,24.1425,24.3399,1035765.0957867,XLB
2005-03-02,24.3357,24.4626,24.1366,24.4081,280597.13730182,XLI
2005-03-02,16.8391,17.0163,16.7735,16.8899,538592.55005567,XLK
2005-03-03,25.1613,25.1801,24.8975,24.9768,380499.76060996,XLV
2005-03-03,29.3386,29.3386,29.0359,29.1325,121003.41161502,XLY
2005-03-03,19.5323,19.6264,19.3819,19.4779,8199173.3961,XLF
2005-03-03,24.3241,24.4821,24.2066,24.3162,598986.05552572,XLB
2005-03-03,29.7361,30.1695,29.7009,30.1097,14529723.282136,XLE
2005-03-03,24.3357,24.535,24.2882,24.4626,504522.58275771,XLI
2005-03-03,17.2556,17.2911,17.1757,17.2338,388517.51397239,XLP
2005-03-03,17.9257,17.9694,17.7719,17.9257,3773008.0,XLU
2005-03-03,16.8641,16.9417,16.6989,16.7655,479690.82141538,XLK
2005-03-04,24.5597,24.8857,24.5597,24.8055,1683850.2764099,XLI
2005-03-04,16.6899,16.9595,16.6899,16.8729,888078.01617002,XLK
2005-03-04,30.1431,30.6107,29.9523,30.4962,8824419.9924374,XLE
2005-03-04,17.3739,17.3739,17.2852,17.3237,3952866.9405974,XLP
2005-03-04,29.1673,29.4063,29.1673,29.3804,217181.79897977,XLY
2005-03-04,24.5038,25.0835,24.4585,25.0776,1632588.2020871,XLB
2005-03-04,18.0439,18.2326,17.9594,18.206,2790554.0,XLU
2005-03-04,19.6027,19.7729,19.5907,19.7273,11361080.60313,XLF
2005-03-04,25.0978,25.2218,25.0819,25.2069,405913.86657614,XLV
2005-03-07,25.0914,25.0914,24.8021,24.8021,1499702.5153655,XLB
2005-03-07,18.2326,18.3736,18.2326,18.3361,1843346.0,XLU
2005-03-07,17.3237,17.3513,17.2496,17.2704,396054.93728625,XLP
2005-03-07,30.3778,30.5245,29.9386,30.2849,10608010.097753,XLE
2005-03-07,19.7273,19.852,19.7273,19.7273,4407908.0419123,XLF
2005-03-07,24.9322,25.0116,24.852,24.9233,522531.73059391,XLI
2005-03-07,25.1613,25.3924,25.1613,25.2614,533354.4264351,XLV
2005-03-07,29.3804,29.5068,29.3645,29.4063,177662.24063091,XLY
2005-03-07,16.7735,17.1426,16.7735,16.9993,644954.98252331,XLK
2005-03-08,17.3079,17.3079,17.1531,17.1915,346873.57972909,XLP
2005-03-08,19.7917,19.7917,19.6264,19.6927,18341967.873909,XLF
2005-03-08,24.9322,24.9878,24.8857,24.9095,686635.59906619,XLI
2005-03-08,24.8021,24.8663,24.7014,24.7399,1113428.7445621,XLB
2005-03-08,18.3671,18.3671,18.1659,18.2133,2874911.0,XLU
2005-03-08,25.3288,25.3288,25.0671,25.0978,889167.03380451,XLV
2005-03-08,30.1773,30.503,30.1431,30.2526,8533360.1180554,XLE
2005-03-08,29.4222,29.4302,29.2141,29.251,823263.53279952,XLY
2005-03-08,16.9417,17.0999,16.8561,16.8561,880684.51897913,XLK
2005-03-09,25.189,25.189,24.8975,24.9421,469390.6526315,XLV
2005-03-09,19.761,19.761,19.4513,19.4513,11355107.378883,XLF
2005-03-09,17.1915,17.1915,17.016,17.0672,334403.82397898,XLP
2005-03-09,18.3071,18.3071,17.87,17.8891,6979317.0,XLU
2005-03-09,29.2061,29.2061,28.8836,28.9254,602119.33210962,XLY
2005-03-09,24.8574,25.0302,24.7645,24.7952,2968803.7547062,XLB
2005-03-09,24.7737,24.8857,24.637,24.637,471902.44897525,XLI
2005-03-09,30.4746,30.6469,29.3634,29.4202,22944071.211088,XLE
2005-03-09,16.6899,16.9765,16.6899,16.8233,1128458.1387463,XLK
2005-03-10,24.8821,24.8979,24.3063,24.4821,4680711.2338381,XLB
2005-03-10,24.6152,24.7975,24.5676,24.6935,857417.7084728,XLI
2005-03-10,17.0327,17.1757,17.0238,17.1017,816766.46651069,XLP
2005-03-10,19.4849,19.6155,19.4463,19.5631,14040609.783725,XLF
2005-03-10,17.9257,18.0603,17.7917,18.0049,3914965.0,XLU
2005-03-10,25.0819,25.1196,24.952,25.0323,702390.59613435,XLV
2005-03-10,29.3976,29.5669,28.5477,28.8196,29225302.225796,XLE
2005-03-10,28.9095,29.0717,28.8418,28.9742,558288.84140593,XLY
2005-03-10,16.7735,16.9157,16.7158,16.8989,682631.06221344,XLK
2005-03-11,25.1196,25.1196,24.7527,24.8349,521316.85557379,XLV
2005-03-11,16.7815,16.9864,16.6392,16.6819,674522.94070189,XLK
2005-03-11,24.4268,24.8248,24.4268,24.6303,3946675.5297488,XLB
2005-03-11,19.5323,19.5907,19.3167,19.3939,19176152.741151,XLF
2005-03-11,17.016,17.1244,16.9351,16.9696,3465163.30404,XLP
2005-03-11,28.7246,29.3302,28.6425,29.0563,16121981.182427,XLE
2005-03-11,29.0797,29.1325,28.8567,28.9413,201677.70955078,XLY
2005-03-11,18.0193,18.1023,17.8827,17.9257,2865940.0,XLU
2005-03-11,24.6152,24.8351,24.5597,24.6271,597218.62580659,XLI
2005-03-14,28.9334,29.019,28.8497,28.9831,441477.84163832,XLY
2005-03-14,17.9391,18.2133,17.9001,18.2013,902824.0,XLU
2005-03-14,24.8747,24.8905,24.6693,24.8747,1454025.4336991,XLV
2005-03-14,17.0376,17.0584,16.9696,17.0238,529488.52355755,XLP
2005-03-14,16.6819,16.7655,16.6063,16.7497,773493.88617364,XLK
2005-03-14,24.5766,24.7737,24.5766,24.7657,1866711.1507405,XLI
2005-03-14,19.3365,19.5116,19.3365,19.4977,12812829.75859,XLF
2005-03-14,24.5473,24.6924,24.4179,24.6233,1603510.9141635,XLB
2005-03-14,29.1237,29.3576,28.6033,29.2666,14962473.875414,XLE
2005-03-15,17.1165,17.1165,16.9203,16.9203,343174.33040191,XLP
2005-03-15,19.5443,19.5977,19.3473,19.3671,13684214.140465,XLF
2005-03-15,24.7793,24.7793,24.496,24.5038,1505191.9103797,XLB
2005-03-15,29.3302,29.651,28.8558,28.8616,18151995.840817,XLE
2005-03-15,16.7497,16.8391,16.5815,16.5815,392049.33493436,XLK
2005-03-15,24.9331,24.952,24.5702,24.586,836758.88439503,XLV
2005-03-15,24.8916,24.8916,24.6271,24.6271,1062071.4279742,XLI
2005-03-15,18.206,18.3361,18.1241,18.1241,4162659.0,XLU
2005-03-15,29.1673,29.2858,29.019,29.019,1244806.8277355,XLY
2005-03-16,24.5294,24.595,24.3063,24.349,2731110.9772883,XLV
2005-03-16,24.3063,24.411,23.941,23.9795,6267005.6392335,XLB
2005-03-16,16.5636,16.6063,16.3636,16.4123,675835.5980335,XLK
2005-03-16,19.3365,19.3602,19.1444,19.1722,13729839.428027,XLF
2005-03-16,28.9503,28.9503,28.7184,28.8497,314524.29878611,XLY
2005-03-16,28.8558,29.3634,28.5829,28.9555,17974796.825226,XLE
2005-03-16,18.1105,18.1704,17.8656,17.9594,6605985.0,XLU
2005-03-16,24.5854,24.6003,24.2813,24.3447,1345313.8228684,XLI
2005-03-16,16.8414,16.9351,16.8039,16.8778,661413.20549803,XLP
2005-03-17,24.4402,24.467,24.2756,24.4312,238583.66637996,XLV
2005-03-17,24.0348,24.332,23.9715,24.2629,3284816.1046541,XLB
2005-03-17,16.9351,16.9549,16.8108,16.9351,254128.69391101,XLP
2005-03-17,19.1722,19.2098,19.0682,19.1188,11759272.647694,XLF
2005-03-17,16.3895,16.4879,16.3546,16.4044,401589.72037971,XLK
2005-03-17,29.1237,29.4984,29.1237,29.4554,17373543.855959,XLE
2005-03-17,28.8746,28.9742,28.8418,28.8746,1142800.8472853,XLY
2005-03-17,17.9856,18.1176,17.9694,18.0603,1360192.0,XLU
2005-03-17,24.416,24.4705,24.3031,24.3357,505788.18864128,XLI
2005-03-18,24.2629,24.2787,24.0269,24.177,3061518.9377911,XLB
2005-03-18,16.8039,16.9351,16.7517,16.8108,550856.55585538,XLP
2005-03-18,28.8667,28.8667,28.5401,28.6666,1043824.170652,XLY
2005-03-18,16.3546,16.4551,16.2492,16.3118,1606479.4932185,XLK
2005-03-18,29.7714,29.7714,29.3576,29.7224,11880779.200336,XLE
2005-03-18,19.1049,19.1049,18.8318,18.9238,18637122.558098,XLF
2005-03-18,24.4081,24.4081,24.1683,24.2813,827820.29368662,XLI
2005-03-18,24.3232,24.458,24.1784,24.3232,1562858.6252486,XLV
2005-03-18,18.0495,18.0495,17.7555,17.87,2205908.0,XLU
2005-03-21,24.3665,24.416,24.1515,24.3585,513340.44448405,XLI
2005-03-21,24.3063,24.3063,23.9498,24.0348,1631566.4718584,XLB
2005-03-21,18.8773,18.903,18.7189,18.7556,29076606.710389,XLF
2005-03-21,16.8778,16.8778,16.6994,16.7162,483870.53281392,XLP
2005-03-21,28.6914,28.6914,28.343,28.5302,747022.70537033,XLY
2005-03-21,24.3916,24.4074,24.1189,24.226,811589.78468729,XLV
2005-03-21,16.3208,16.4044,16.2273,16.3118,1012442.7499136,XLK
2005-03-21,29.6686,29.8085,29.2206,29.4642,13049854.139892,XLE
2005-03-21,17.9594,17.9594,17.8153,17.8656,1512432.0,XLU
2005-03-22,16.7881,16.7881,16.6205,16.6205,996505.56848282,XLP
2005-03-22,29.3634,29.9132,29.0729,29.1091,14420137.649255,XLE
2005-03-22,16.3118,16.3964,16.1328,16.1726,1841736.6338506,XLK
2005-03-22,24.1197,24.3774,23.932,23.9567,1767768.4782023,XLB
2005-03-22,24.3817,24.4312,24.1853,24.2349,283339.15117454,XLV
2005-03-22,28.6914,28.6914,28.2733,28.2892,311841.51679176,XLY
2005-03-22,18.8446,18.8575,18.4073,18.4073,30775139.661006,XLF
2005-03-22,17.8827,17.9391,17.4851,17.5041,6057076.0,XLU
2005-03-22,24.416,24.5438,24.1862,24.2287,559315.04162498,XLI
2005-03-23,17.5151,17.5151,17.2402,17.4159,10725731.0,XLU
2005-03-23,28.7854,28.9144,28.309,28.5545,35847816.285268,XLE
2005-03-23,24.1426,24.2199,24.0574,24.0742,1507533.4120866,XLI
2005-03-23,18.3281,18.5557,18.3281,18.4487,21183155.077814,XLF
2005-03-23,16.6067,16.7813,16.5337,16.7309,638531.19862634,XLP
2005-03-23,28.2215,28.3251,28.1499,28.1947,380621.57871961,XLY
2005-03-23,24.2349,24.5454,24.2349,24.4988,334166.35485065,XLV
2005-03-23,16.0174,16.3208,16.0174,16.2342,789710.12919672,XLK
2005-03-23,23.941,24.0041,23.6961,23.7217,2702915.9303449,XLB
2005-03-24,24.6296,24.6862,24.4828,24.5056,744582.08539326,XLV
2005-03-24,16.1875,16.4044,16.1875,16.2392,537162.29631686,XLK
2005-03-24,28.7158,28.9702,28.262,28.5339,16026383.573489,XLE
2005-03-24,23.9142,23.9498,23.7138,23.7217,2136822.7023874,XLB
2005-03-24,18.4221,18.5715,18.3557,18.3557,7179744.8087228,XLF
2005-03-24,16.7881,16.7881,16.6934,16.7231,543456.02910379,XLP
2005-03-24,28.1777,28.4176,28.1777,28.2385,374560.96226364,XLY
2005-03-24,24.1426,24.3744,24.1296,24.1951,541926.58566948,XLI
2005-03-24,17.4969,17.6743,17.466,17.6034,3881355.0,XLU
2005-03-28,24.6296,24.6296,24.4898,24.4898,296107.70778628,XLV
2005-03-28,28.5829,28.7394,28.309,28.5681,15930790.053723,XLE
2005-03-28,17.7136,17.7555,17.6162,17.6333,1334743.0,XLU
2005-03-28,18.429,18.5824,18.4221,18.4845,5598638.110389,XLF
2005-03-28,24.2585,24.2951,24.1515,24.1683,740666.07034009,XLI
2005-03-28,28.2823,28.5212,28.2653,28.4356,589059.97924906,XLY
2005-03-28,16.7517,16.8108,16.6806,16.7389,445231.22460036,XLP
2005-03-28,16.2581,16.4452,16.2581,16.2581,769077.48777004,XLK
2005-03-28,23.8393,23.8393,23.5884,23.5884,1483762.916229,XLB
2005-03-29,17.7136,17.7136,17.3877,17.4113,2130524.0,XLU
2005-03-29,24.5056,24.586,24.3916,24.4074,639272.74928885,XLV
2005-03-29,18.4587,18.6507,18.4003,18.4221,8378594.4604899,XLF
2005-03-29,28.3071,28.4176,28.0583,28.0761,314286.25336018,XLY
2005-03-29,23.5331,23.7918,23.0531,23.0621,2879282.3646253,XLB
2005-03-29,28.5829,28.9359,28.0644,28.1074,13549036.346117,XLE
2005-03-29,16.6806,16.7961,16.6648,16.6994,922523.62408493,XLP
2005-03-29,24.1366,24.2199,23.7423,23.771,1763191.8561003,XLI
2005-03-29,16.1487,16.3357,16.1049,16.1398,877345.58509276,XLK
2005-03-30,28.1749,28.5681,27.6868,28.5291,35610375.6359,XLE
2005-03-30,23.9731,24.2287,23.9147,24.2287,1066227.5404372,XLI
2005-03-30,17.5151,17.6943,17.4159,17.6943,1916117.0,XLU
2005-03-30,23.143,23.4512,23.143,23.4512,2657636.7755651,XLB
2005-03-30,18.4221,18.6507,18.4003,18.6507,8307864.6542368,XLF
2005-03-30,16.7813,16.9351,16.7517,16.9203,3080756.7431302,XLP
2005-03-30,24.4402,24.7923,24.4402,24.7923,370527.09846162,XLV
2005-03-30,28.0941,28.5302,28.0941,28.5302,819299.12226724,XLY
2005-03-30,16.1656,16.4213,16.1656,16.3805,1108305.9339234,XLK
2005-03-31,23.6042,23.7424,23.5233,23.6486,1942984.5799359,XLB
2005-03-31,16.9065,16.9065,16.7881,16.8039,362080.25267604,XLP
2005-03-31,18.6803,18.7189,18.5447,18.5447,12288803.878299,XLF
2005-03-31,16.3805,16.479,16.3357,16.4044,650558.40107132,XLK
2005-03-31,24.7923,24.7923,24.5226,24.5533,1092734.9703543,XLV
2005-03-31,28.9829,29.1932,28.7854,29.1033,18392818.232728,XLE
2005-03-31,24.0742,24.2199,24.0742,24.1604,502004.49130672,XLI
2005-03-31,28.3947,28.6098,28.3947,28.4445,1226150.8963378,XLY
2005-03-31,17.7618,17.8891,17.5879,17.8656,1255274.0,XLU
2005-04-01,28.567,28.7084,28.1499,28.2215,842034.97147134,XLY
2005-04-01,16.3546,16.5208,16.2273,16.2581,2438754.4963327,XLK
2005-04-01,24.2287,24.3357,23.8523,23.9295,1248087.2337179,XLI
2005-04-01,16.9351,16.9351,16.5988,16.6422,3344194.4032757,XLP
2005-04-01,29.4867,29.8632,29.0935,29.8212,14121276.663223,XLE
2005-04-01,23.5331,23.932,23.4926,23.5815,2497470.1829075,XLB
2005-04-01,24.705,24.7527,24.2924,24.34,419170.4191923,XLV
2005-04-01,18.0193,18.0787,17.7864,17.9257,2781742.0,XLU
2005-04-01,18.6803,18.7862,18.24,18.2875,21000673.127576,XLF
2005-04-04,24.467,24.586,24.34,24.467,262421.86789381,XLV
2005-04-04,16.2273,16.3725,16.1796,16.3208,1148965.1429858,XLK
2005-04-04,28.1777,28.3778,28.0433,28.2991,408365.421568,XLY
2005-04-04,23.4512,23.4512,23.2655,23.4373,1068922.2163081,XLB
2005-04-04,23.9057,23.9731,23.7551,23.9057,631857.26977019,XLI
2005-04-04,16.7517,16.7655,16.6294,16.7389,701277.48443179,XLP
2005-04-04,18.0721,18.0721,17.81,17.9738,2732295.0,XLU
2005-04-04,18.2875,18.4973,18.1004,18.4221,18509905.311104,XLF
2005-04-04,29.9386,30.1988,29.3428,29.5669,20774722.217284,XLE
2005-04-05,28.3519,28.5302,28.3519,28.4714,312775.61909604,XLY
2005-04-05,24.6951,24.9669,24.6862,24.9599,555486.65844586,XLV
2005-04-05,17.9594,18.0895,17.9391,18.0787,1996399.0,XLU
2005-04-05,16.7595,16.8778,16.7447,16.8622,329335.60902907,XLP
2005-04-05,18.4587,18.5963,18.4429,18.4735,13170751.297402,XLF
2005-04-05,24.0217,24.0574,23.9057,24.0296,260572.50704973,XLI
2005-04-05,16.3805,16.4213,16.3357,16.3546,650438.79446913,XLK
2005-04-05,23.3681,23.5489,23.3445,23.4847,581772.58460763,XLB
2005-04-05,29.3018,29.7009,28.9897,29.1932,13186693.060087,XLE
2005-04-06,29.1864,29.7938,28.9897,29.6569,15391691.426907,XLE
2005-04-06,16.9124,16.9124,16.7961,16.8187,363311.30768789,XLP
2005-04-06,23.5726,23.7138,23.5726,23.6042,1305866.4181473,XLB
2005-04-06,23.9385,24.1782,23.9385,24.0376,411955.72436042,XLI
2005-04-06,28.6506,28.6506,28.3161,28.3519,666234.90898253,XLY
2005-04-06,18.1284,18.196,18.0193,18.0276,1241078.0,XLU
2005-04-06,18.5824,18.6803,18.5497,18.5963,11112310.112174,XLF
2005-04-06,25.0065,25.1454,24.9599,24.9768,1484539.2995627,XLV
2005-04-06,16.4283,16.4879,16.3208,16.3278,540381.62360104,XLK
2005-04-07,18.5963,18.7615,18.5557,18.6695,16437687.613243,XLF
2005-04-07,24.0296,24.2515,24.0296,24.2357,597467.91181396,XLI
2005-04-07,16.8848,16.9351,16.7733,16.9351,2681961.8465012,XLP
2005-04-07,18.0787,18.2133,18.0439,18.1895,1648842.0,XLU
2005-04-07,23.7049,23.8698,23.6575,23.8619,1747743.9833846,XLB
2005-04-07,28.3071,28.5132,28.2385,28.4804,241193.25025533,XLY
2005-04-07,24.9599,25.2386,24.8003,25.2307,1225166.3984404,XLV
2005-04-07,16.3457,16.5546,16.3457,16.5467,785289.71040315,XLK
2005-04-07,29.8721,30.0091,29.2069,29.5385,28415473.026957,XLE
2005-04-08,24.1604,24.2436,23.988,23.988,846834.65959304,XLI
2005-04-08,23.8698,23.9004,23.5005,23.5163,1201293.493757,XLB
2005-04-08,18.2653,18.2653,18.012,18.0495,1729287.0,XLU
2005-04-08,28.4614,28.5401,28.2215,28.2553,541730.12034307,XLY
2005-04-08,16.9489,16.9489,16.8335,16.8542,287691.67478578,XLP
2005-04-08,16.5715,16.5895,16.4044,16.4283,508899.9597874,XLK
2005-04-08,18.6754,18.7269,18.4973,18.4973,7667486.7117115,XLF
2005-04-08,25.2069,25.2515,24.9986,25.0482,672351.6189444,XLV
2005-04-08,29.3302,29.5943,28.9947,29.0025,17251579.287032,XLE
2005-04-11,24.2109,24.2109,23.9731,24.0376,375308.66276658,XLI
2005-04-11,28.9555,29.2822,28.7158,29.2206,17124317.200009,XLE
2005-04-11,18.6161,18.6437,18.4845,18.5379,9752724.0375895,XLF
2005-04-11,16.9351,16.9351,16.8335,16.8976,228232.93457209,XLP
2005-04-11,28.343,28.343,28.0941,28.1011,251687.33721789,XLY
2005-04-11,18.1595,18.2751,18.0321,18.2277,2396166.0,XLU
2005-04-11,25.1613,25.1613,24.9986,25.0234,507335.36674444,XLV
2005-04-11,23.5953,23.5953,23.3267,23.4373,352863.49611238,XLB
2005-04-11,16.5029,16.5029,16.3208,16.3357,854928.89560819,XLK
2005-04-12,16.8976,16.9863,16.7447,16.9617,619360.60966514,XLP
2005-04-12,24.952,25.2069,24.7923,25.189,453709.24383631,XLV
2005-04-12,23.8979,24.2723,23.7482,24.2287,591803.97224566,XLI
2005-04-12,16.3208,16.4551,16.1556,16.4372,757270.60746806,XLK
2005-04-12,28.1777,28.4276,27.894,28.3689,1610388.3549451,XLY
2005-04-12,18.3242,18.4463,18.0603,18.3963,1255764.0,XLU
2005-04-12,29.1169,29.2206,28.6229,28.7589,21624608.913033,XLE
2005-04-12,23.3859,23.4926,23.0393,23.4166,1893764.3210433,XLB
2005-04-12,18.5497,18.8446,18.429,18.7922,18128559.759761,XLF
2005-04-13,28.5221,28.9203,28.0399,28.0546,26644555.255545,XLE
2005-04-13,23.4097,23.4097,22.6946,22.7637,3635765.755244,XLB
2005-04-13,28.2215,28.3161,27.875,27.9398,343666.28185768,XLY
2005-04-13,16.3725,16.4044,16.1487,16.2024,939585.24252192,XLK
2005-04-13,18.7922,18.7991,18.4795,18.5201,6386590.3634278,XLF
2005-04-13,24.1782,24.2199,23.7799,23.8067,1311433.1294778,XLI
2005-04-13,25.2307,25.4112,25.0819,25.304,511467.20068276,XLV
2005-04-13,16.9696,16.9863,16.7881,16.8848,921431.49373259,XLP
2005-04-13,18.4463,18.4463,18.2376,18.2697,1106627.0,XLU
2005-04-14,23.7799,23.8771,23.3687,23.448,1725785.8346784,XLI
2005-04-14,25.3676,25.3676,25.1543,25.2069,1396015.4128007,XLV
2005-04-14,27.875,27.9398,27.5375,27.5525,343551.77899458,XLY
2005-04-14,16.9696,16.9696,16.8246,16.8473,879649.64887841,XLP
2005-04-14,18.206,18.3242,18.0787,18.0966,1279261.0,XLU
2005-04-14,28.2072,28.5291,27.9489,28.0399,28776792.998512,XLE
2005-04-14,22.7391,22.7637,22.0043,22.1278,10032340.761577,XLB
2005-04-14,18.4845,18.5201,18.2944,18.3073,6499880.5292875,XLF
2005-04-14,16.1398,16.1796,15.9556,15.9716,791255.96914773,XLK
2005-04-15,18.3557,18.4349,18.0678,18.1114,16959719.724046,XLF
2005-04-15,27.8678,28.0047,26.9345,26.9727,59333934.413827,XLE
2005-04-15,27.4479,27.4479,26.961,26.9959,2044636.4456304,XLY
2005-04-15,16.8622,16.8622,16.6422,16.6866,710734.50176329,XLP
2005-04-15,21.9303,22.1437,21.5432,21.5768,4039260.0852822,XLB
2005-04-15,15.7756,15.8004,15.4821,15.49,1662042.2879724,XLK
2005-04-15,25.2872,25.5758,25.2872,25.3288,4918035.8317044,XLV
2005-04-15,18.0439,18.1595,17.7481,17.779,1909265.0,XLU
2005-04-15,23.3449,23.4787,22.9863,22.9863,1077439.3552384,XLI
2005-04-18,26.9332,27.0895,26.8664,27.0487,1936571.8575464,XLY
2005-04-18,26.9463,27.5147,26.7536,27.4627,46160051.697089,XLE
2005-04-18,15.5577,15.6393,15.49,15.507,2435414.5573489,XLK
2005-04-18,25.8209,25.8209,24.9768,25.1543,1403070.1814846,XLV
2005-04-18,17.7654,17.9329,17.6488,17.8473,1614577.0,XLU
2005-04-18,16.7162,16.7517,16.5337,16.5781,1682030.8218158,XLP
2005-04-18,21.6845,21.9955,21.5768,21.9244,5547760.2143506,XLB
2005-04-18,18.1945,18.3152,18.1331,18.2627,12735367.82242,XLF
2005-04-18,22.9477,23.1824,22.8673,23.0586,1041416.0132905,XLI
2005-04-19,17.8937,18.1105,17.7719,18.0966,1313203.0,XLU
2005-04-19,27.8081,28.2756,27.6722,28.1074,29659968.594626,XLE
2005-04-19,23.0239,23.2152,23.0239,23.1626,689790.53047933,XLI
2005-04-19,18.4547,18.4547,18.2697,18.2875,10834914.426958,XLF
2005-04-19,25.198,25.2704,24.9768,25.1375,1127147.7629724,XLV
2005-04-19,22.3165,22.668,21.9955,22.194,2198805.981896,XLB
2005-04-19,27.0656,27.3125,26.977,27.0835,717992.21192863,XLY
2005-04-19,16.7162,16.7162,16.5406,16.6205,1099936.498547,XLP
2005-04-19,15.701,15.7328,15.6025,15.701,842649.61948242,XLK
2005-04-20,25.2069,25.2069,24.7695,24.8261,526668.67952319,XLV
2005-04-20,26.9959,27.0566,26.5997,26.6365,212868.85780278,XLY
2005-04-20,18.1414,18.1414,17.9329,17.9391,1271753.0,XLU
2005-04-20,18.3557,18.3557,18.0312,18.0608,16685539.535287,XLF
2005-04-20,16.657,16.6728,16.3967,16.4125,1512565.0463058,XLP
2005-04-20,22.5031,22.5031,21.7664,21.8227,3060492.1444791,XLB
2005-04-20,23.2221,23.2647,22.8763,22.9239,1629569.5098735,XLI
2005-04-20,15.895,15.895,15.498,15.5577,948170.78534474,XLK
2005-04-20,28.2894,28.3872,27.5293,27.5293,31468743.89017,XLE
2005-04-21,23.0239,23.5322,23.0239,23.5322,1980065.6362384,XLI
2005-04-21,27.0566,27.3125,26.8914,27.2955,330841.9611898,XLY
2005-04-21,15.6393,15.9816,15.6393,15.9716,1748374.1324143,XLK
2005-04-21,25.1196,25.189,24.9421,25.1613,522288.81455783,XLV
2005-04-21,27.6027,28.4801,27.5293,28.4801,21946885.501525,XLE
2005-04-21,16.5831,16.6934,16.5199,16.6866,1287481.7467146,XLP
2005-04-21,18.1598,18.2192,17.8896,18.1668,17778138.351276,XLF
2005-04-21,22.0596,22.2463,21.8148,22.2306,2779170.0167039,XLB
2005-04-21,17.84,18.1595,17.84,18.0966,6279150.0,XLU
2005-04-22,23.662,23.662,23.0586,23.2558,622406.60510205,XLI
2005-04-22,25.2704,25.2704,24.9599,25.076,966995.3387174,XLV
2005-04-22,22.3105,22.3105,21.7901,22.0221,1902817.1141492,XLB
2005-04-22,18.2261,18.2578,17.9856,18.1183,19736459.567164,XLF
2005-04-22,28.5829,28.8489,27.8824,28.5397,16871412.336785,XLE
2005-04-22,15.8522,15.9248,15.6731,15.7836,775518.1525334,XLK
2005-04-22,16.6728,16.6806,16.4311,16.512,600316.77678012,XLP
2005-04-22,27.3653,27.3653,26.6942,26.8844,406383.7185074,XLY
2005-04-22,18.1704,18.2326,18.0669,18.2133,3522862.0,XLU
2005-04-25,18.2815,18.3697,18.1945,18.3499,4481697.7234863,XLF
2005-04-25,25.1613,25.2446,25.0234,25.1295,418924.40467767,XLV
2005-04-25,27.0736,27.1582,26.9422,27.1233,586262.6943916,XLY
2005-04-25,16.5988,16.6866,16.5406,16.6866,778132.22854017,XLP
2005-04-25,15.8672,15.9716,15.8352,15.895,939109.83140565,XLK
2005-04-25,18.3242,18.3671,18.2326,18.3361,1056207.0,XLU
2005-04-25,23.4698,23.5828,23.3825,23.5322,824041.64262752,XLI
2005-04-25,28.7854,29.1169,28.7246,28.9418,19088787.595069,XLE
2005-04-25,22.037,22.2947,22.037,22.2384,1219403.1304356,XLB
